"Date Collected","Hostname","IP Address","MAC Address","User","Type","Serial Number/Service Tag","Model","BIOS","CPU","RAM (GB)","Storage (GB)","GPU 0","GPU 1","OS","OS Version","Up time","Monitor 1","Monitor 1 Serial Number","Monitor 2","Monitor 2 Serial Number","Monitor 3","Monitor 3 Serial Number","Installed Apps"
"2025-11-10 12:18:05","IF04-20","10.0.22.1","7C-10-C9-84-CC-26","IESMHP\asir2","Desktop","System Serial Number","System Product Name","American Megatrends Inc., 1605, 1605","Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz","16","222,21","Intel(R) UHD Graphics 630",,"Microsoft Windows 11 Pro","26100","0 days, 3 hours, 45 minutes",,,,,,,"N/A"
